customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,tenure_months,tenure_years,avg_monthly_revenue,charge_ratio,total_services,family_size,contract_tenure_ratio,loyalty_score
3164-AALRN,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,347.4,1,0,5,0,69.47999999999999,0.20149683362112797,5,1,0.4166666666666667,10
3071-MVJCD,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,0,5,0,6,80.76597222222222,0.014152687376937582,8,3,3.0,216
1697-BCSHV,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4,0,4,10,4,68.45517241379311,0.016824501309691292,5,3,58.0,58
0562-KBDVM,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15,0,5,10,5,43.68785714285715,0.014583980511092831,5,1,2.9166666666666665,210
1131-SUEKT,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,0,5,1,5,100.74098360655738,0.016020633990756754,6,3,5.083333333333333,122
3717-OEAUQ,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2,0,0,2,0,64.6,0.5472136222905982,2,1,2.0,2
4538-WNTMJ,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,1165.9,0,3,10,3,25.345652173913045,0.021399776996310023,2,3,3.8333333333333335,92
3334-CTHOL,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,49.95,1,0,1,0,49.95,0.9999999999979979,3,1,1.0,1
4704-ERYFC,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0,1,1,10,1,70.63636363636364,0.044562419562416695,2,2,22.0,22
9432-RUVSL,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,0,3,0,4,102.171875,0.020900239588111925,7,1,2.0,144
8060-HIWJJ,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,0,5,4,5,88.00859375,0.015366042023594723,8,1,2.6666666666666665,192
7684-XSZIY,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25,0,5,0,6,22.822916666666668,0.01478776814239983,2,3,3.0,216
9089-UOWJG,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,740.55,0,0,0,1,61.7125,0.07879278914319374,4,3,12.0,12
8621-MNIHH,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55,1,2,10,2,94.63382352941177,0.029292474087425857,6,2,34.0,34
8039-ACLPL,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,0,5,0,6,67.89166666666667,0.014064481813346139,6,3,3.0,216
9885-AIBVB,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25,0,2,5,2,84.14655172413794,0.03516033193320212,5,2,29.0,29
1934-MKPXS,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55,0,2,9,2,18.804545454545455,0.032390621223103315,1,3,2.75,66
2592-YKDIF,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,20.35,0,0,1,0,20.35,0.999999999995086,1,1,1.0,1
2272-JKMSI,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,0,5,2,5,110.33790322580644,0.016196580884233678,8,3,5.166666666666667,124
0471-LVHGK,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,3001.2,1,3,5,3,73.19999999999999,0.024323603891775812,6,2,3.4166666666666665,82
9518-RWHZL,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2,1,5,4,5,97.721875,0.01599724984810182,6,1,5.333333333333333,128
8714-CTZJW,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,319.6,0,0,4,0,79.9,0.25923028785974367,4,1,4.0,4
3569-EDBPQ,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1938.05,0,1,0,2,80.75208333333333,0.04352312891824031,5,1,24.0,24
3131-NWVFJ,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,294.5,0,1,2,1,21.035714285714285,0.06638370118843247,1,3,1.1666666666666667,28
7521-YXVZY,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.3,0,0,3,0,19.433333333333334,0.3421955403081609,1,2,3.0,3
5419-CONWX,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,442.85,1,0,4,0,110.7125,0.2253584735237156,6,1,4.0,4
6240-EURKS,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0,1,1,6,1,30.72222222222222,0.06329113924049488,2,2,18.0,18
2373-NTKOD,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,546.45,0,0,8,0,68.30625,0.12123707567021295,4,1,8.0,8
1970-KKFWL,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,797.1,0,2,11,2,22.774285714285714,0.029230962238109493,2,1,1.4583333333333333,105
6960-HVYXR,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,1,0,1,0,76.0,0.9999999999986842,3,1,1.0,1
9337-SRRNI,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1673.8,0,5,6,5,25.36060606060606,0.015115306488229471,2,2,2.75,198
0895-UADGO,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,343.45,0,0,8,0,42.93125,0.1297132042509449,4,2,0.3333333333333333,24
5678-VFNEQ,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,7412.25,0,5,11,5,104.39788732394366,0.014044318526762939,7,2,5.916666666666667,142
5977-CKHON,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,4039.0,0,3,7,3,93.93023255813954,0.022914087645456226,5,3,43.0,43
7024-OHCCK,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,170.85,1,0,2,0,85.425,0.5493122622179987,5,1,2.0,2
2692-BUCFV,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2948.6,0,2,5,2,101.67586206896551,0.03440615885504869,6,1,29.0,29
7861-UVUFT,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,1308.4,1,1,3,1,87.22666666666667,0.0644298379700348,4,2,15.0,15
1830-GGFNM,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,6078.75,0,5,5,5,93.51923076923077,0.015554184659674841,7,3,2.7083333333333335,195
5302-BDJNT,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,3418.2,0,2,11,2,97.66285714285713,0.027938681177226966,6,1,35.0,35
5223-UZAVK,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0,5,4,5,103.184375,0.015188224961385638,6,1,5.333333333333333,128
4859-ZSRDZ,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9,0,4,10,4,54.601724137931036,0.017525024471880465,5,3,2.4166666666666665,174
5651-WYIPH,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75,0,1,6,1,48.09722222222222,0.057580132832797275,3,1,18.0,18
9350-VLHMB,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,6373.1,0,5,7,5,95.12089552238807,0.014051246646058996,5,3,67.0,67
3498-LZGQZ,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0,5,3,5,18.683333333333334,0.01626948727751444,1,3,2.625,189
8785-CJSHH,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75,0,4,0,5,99.7625,0.01667293154575422,6,2,60.0,60
5357-TZHPP,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,732.5,1,0,9,0,81.38888888888889,0.11522184300339725,4,1,9.0,9
3870-SPZSI,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,0,5,10,5,112.415,0.014366410176577676,9,3,2.9166666666666665,210
0680-DFNNY,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,1,1,3,1,100.27,0.0672185100229336,6,2,15.0,15
7560-QRBXH,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,0,3,0,4,19.514583333333334,0.021298174442188393,1,2,4.0,96
7077-XJMET,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,741.4,0,0,0,1,61.78333333333333,0.10001348799567035,6,2,12.0,12
8752-GHJFU,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,0,5,11,5,92.74929577464789,0.013970722225596581,7,2,5.916666666666667,142
6896-SRVYQ,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4,0,3,8,3,70.96363636363637,0.023651678196258526,3,1,44.0,44
7767-UXAGJ,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,50.45,1,0,1,0,50.45,0.9999999999980178,3,1,1.0,1
4652-ODEVH,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25,0,3,9,3,24.183333333333334,0.02246726395589042,2,3,1.875,135
6510-UPNKS,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0,1,11,1,26.754347826086956,0.04030226700251234,2,1,1.9166666666666667,46
6718-BDGHG,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,0,3,7,3,67.63255813953488,0.022299016573824968,5,2,3.5833333333333335,86
9046-DQMTP,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,739.9,0,2,11,2,21.14,0.02804433031490363,1,1,35.0,35
6439-LAJXL,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,593.85,0,0,9,0,65.98333333333333,0.11610676096655449,6,2,9.0,9
1571-SAVHK,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1132.75,1,0,0,1,94.39583333333333,0.08823659236370883,6,1,12.0,12
9052-VKDUW,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,0,5,5,5,111.19153846153846,0.015136735639817432,8,2,65.0,65
9546-CQJSU,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1,0,2,0,96.8,0.47210743801628513,5,1,2.0,2
1666-JZPZT,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,0,2,3,2,47.827777777777776,0.037944786463775276,3,1,27.0,27
5777-KJIRB,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0,3,4,3,50.58875,0.0248325961799795,3,1,3.3333333333333335,80
0506-LVNGN,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65,1,0,5,0,69.92999999999999,0.2160732160731543,3,1,5.0,5
7677-SJJJK,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0,0,8,0,19.24375,0.12926274764525544,1,3,0.6666666666666666,16
2480-EJWYP,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8,0,4,10,4,94.11724137931034,0.017916025500109584,6,2,4.833333333333333,116
3253-HKOKL,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,0,4,4,4,100.85480769230769,0.0191249797404872,6,3,4.333333333333333,104
7055-HNEOJ,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0,0,3,0,51.51666666666667,0.36104820446434094,4,2,3.0,3
5514-YQENT,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0,3,5,3,109.93048780487804,0.024660816702350166,8,2,1.7083333333333333,123
3211-AAPKX,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,2031.95,0,1,8,1,101.5975,0.04850020915868754,6,1,20.0,20
8445-DNBAE,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05,0,0,1,0,50.05,0.9999999999980019,3,2,1.0,1
2951-QOQTK,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,1,0,4,0,83.1125,0.24304406677688584,4,2,4.0,4
2958-NHPPS,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0,1,11,1,20.604347826086954,0.0439966237602777,1,1,23.0,23
6806-YDEUL,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,106.8,0,0,6,0,17.8,0.1825842696627504,1,1,6.0,6
1735-XMJVH,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0,0,8,0,19.075,0.12680209698550016,1,3,8.0,8
6890-PFRQX,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0,1,6,1,66.63333333333334,0.057945639486405034,6,1,18.0,18
0222-CNVPT,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0,4,4,4,49.135576923076925,0.019099430539519024,4,1,52.0,52
5899-OUVKV,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,0,2,7,2,96.1032258064516,0.03171992481202901,5,1,31.0,31
8681-ICONS,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,654.85,0,2,5,2,22.58103448275862,0.031533939070011216,1,3,29.0,29
1621-YNCJH,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0,2,0,3,106.51111111111112,0.027657521385352917,8,2,1.5,108
3473-XIIIT,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75,1,1,4,1,95.921875,0.0651571917250324,6,2,16.0,16
6362-QHAFM,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,0,3,6,3,109.19404761904761,0.023614578677103374,7,2,3.5,84
7893-IXHRQ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,20.55,1,0,1,0,20.55,0.9999999999951339,1,1,1.0,1
3070-BDOQC,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,0,4,0,5,99.0175,0.016773129328990385,6,1,2.5,180
2952-QAYZF,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,424.15,1,0,5,0,84.83,0.20110809854999384,5,1,5.0,5
6234-PFPXL,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0,1,10,1,101.58863636363635,0.04290923734311538,6,2,22.0,22
9824-QCJPK,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,666.75,0,2,0,3,18.520833333333332,0.029996250468686914,1,2,3.0,72
4763-PGDPO,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0,1,0,4,0,70.25,0.25053380782909235,2,1,4.0,4
4283-IVYCI,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0,0,9,0,60.86666666666666,0.11856516976996741,5,1,9.0,9
1866-OBPNR,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0,0,1,0,74.6,0.9999999999986595,3,3,1.0,1
8205-MQUGY,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0,0,0,1,47.59583333333333,0.08614199422216823,3,3,12.0,12
8970-ANWXO,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6,0,1,11,1,76.37391304347825,0.04198451554138438,6,1,1.9166666666666667,46
9480-BQJEI,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,0,5,2,5,92.44274193548387,0.016104127227839098,6,1,5.166666666666667,124
5394-SVGJV,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55,1,3,1,3,93.9337837837838,0.02842715541425016,6,1,37.0,37
6979-TNDEU,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0,0,8,0,19.60625,0.12240994580801888,1,1,8.0,8
9777-WJJPR,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0,2,7,2,86.55483870967741,0.03303890876565172,5,2,31.0,31
9283-LZQOH,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,1,1,1,1,68.98076923076923,0.08296626707554135,3,3,13.0,13
7079-QRCBC,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3,1,1,0,2,100.30416666666667,0.04102106093964022,6,1,24.0,24
9495-SKLKD,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0,3,9,3,99.03666666666666,0.021529624269349817,6,3,45.0,45
6048-UWKAL,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0,5,9,5,101.4340579710145,0.015059401767407754,7,2,2.875,207
5067-DGXLL,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,0,0,2,0,18.4,0.5502717391289395,1,1,2.0,2
5469-CTCWN,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,6547.7,1,5,1,5,107.33934426229509,0.01618889075553223,7,3,5.083333333333333,122
9851-QXEEQ,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4,1,3,5,3,106.00975609756097,0.02408890115957979,7,1,41.0,41
6281-FKEWS,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265.0,0,3,8,3,51.47727272727273,0.02165562913907189,4,1,3.6666666666666665,88
8898-KASCD,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,0,3,3,3,33.56794871794872,0.02715502425237542,3,1,3.25,78
9242-TKFSV,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0,5,0,6,66.03194444444445,0.013692867509412242,7,3,3.0,216
9290-SHCMB,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0,1,1,1,95.04230769230769,0.07838614382258279,5,1,13.0,13
0743-HNPFG,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5,0,4,3,4,69.8529411764706,0.019578947368420502,6,3,4.25,102
2277-BKJKN,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,0,5,11,5,101.60211267605634,0.013751516201697955,6,2,2.9583333333333335,213
9809-IMGCQ,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,1,1,10,1,94.67954545454545,0.04642454211574707,5,1,22.0,22
5208-HFSBT,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75,1,0,2,0,51.375,0.5357664233571428,4,1,2.0,2
5035-PGZXH,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,0,4,8,4,105.61428571428571,0.018057622074935446,7,1,4.666666666666667,112
8695-WDYEA,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,0,0,1,0,51.25,0.9999999999980488,3,1,1.0,1
6543-JXSOO,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0,1,11,1,55.77608695652174,0.045016954437382004,5,3,1.9166666666666667,46
8016-ZMGMO,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0,5,6,5,71.80075757575759,0.014950884708314991,6,2,5.5,132
8605-ITULD,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0,0,1,0,19.55,0.999999999994885,1,1,1.0,1
3254-YRILK,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8,1,1,7,1,93.46315789473684,0.049667755377855075,5,1,19.0,19
6416-YJTTB,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0,0,11,0,72.33181818181818,0.09991830578770818,4,1,11.0,11
2667-WYLWJ,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,145.0,1,0,8,0,18.125,0.1362068965516302,1,3,0.6666666666666666,16
4472-VESGY,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0,4,4,4,96.02692307692307,0.019655945848519655,7,3,52.0,52
3195-TQDZX,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0,0,3,0,20.483333333333334,0.32953620829889413,1,1,3.0,3
3128-YOVTD,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0,4,3,4,78.79509803921569,0.01969615906234787,4,3,51.0,51
0529-ONKER,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65,1,1,3,1,76.44333333333334,0.06597479614528705,3,1,15.0,15
1728-CXQBE,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,0,5,4,5,95.021875,0.015498076100897566,6,2,64.0,64
7041-TXQJH,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0,3,1,3,39.96891891891892,0.02718328430875159,3,1,37.0,37
5014-GSOUQ,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65,0,1,1,1,18.742307692307694,0.08187974553659681,1,1,0.5416666666666666,39
5724-BIDBU,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0,4,1,4,53.754081632653055,0.021014066326239263,4,2,4.083333333333333,98
0481-SUMCB,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,0,3,9,3,105.23,0.021571795115460913,6,1,3.75,90
1769-GRUIK,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,0,1,6,1,69.31944444444444,0.05698256862351777,2,1,18.0,18
5240-IJOQT,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7,1,0,1,0,74.7,0.9999999999986613,3,1,1.0,1
8819-WFGGJ,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0,5,8,5,55.8014705882353,0.014257477928580465,5,2,2.8333333333333335,204
7427-AUFPY,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1008.7,0,4,6,4,18.67962962962963,0.019480519480517548,1,1,2.25,162
2811-POVEX,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,0,1,11,1,92.63260869565218,0.04151510173429201,5,3,23.0,23
1092-GANHU,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55,1,1,5,1,77.26764705882353,0.05835331734611866,3,1,17.0,17
7898-PDWQE,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,0,5,11,5,80.66408450704225,0.014038396060867727,8,2,2.9583333333333335,213
9972-EWRJS,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,0,5,7,5,20.491044776119406,0.014021414523999269,1,3,2.7916666666666665,201
9314-IJWSQ,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1203.9,0,1,2,1,85.99285714285715,0.07043774399866512,4,3,14.0,14
0661-XEYAN,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,1,0,1,0,25.8,0.9999999999961241,1,1,1.0,1
5799-JRCZO,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,0,5,3,5,19.287301587301585,0.01604806188790914,1,2,2.625,189
1921-KYSAY,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0,3,5,3,70.1719512195122,0.023843867850749066,6,1,3.4166666666666665,82
6198-RTPMF,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0,1,5,1,92.9235294117647,0.058618725074377494,5,2,17.0,17
2924-KHUVI,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,0,4,8,4,98.48125,0.018232259585308695,6,2,4.666666666666667,112
1925-GMVBW,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0,0,5,0,19.22,0.2138397502599232,1,1,5.0,5
7881-EVUAD,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4,1,0,2,0,36.2,0.5883977900544358,4,1,2.0,2
6184-DYUOB,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25,0,0,3,0,18.416666666666668,0.3547511312210774,1,2,3.0,3
9207-ZPANB,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2443.3,0,3,1,3,66.03513513513514,0.027606106495312584,7,1,3.0833333333333335,74
5766-XQXMQ,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1970.5,1,2,5,2,67.94827586206897,0.03494037046434737,6,1,29.0,29
9327-QSDED,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0,0,8,0,41.925,0.12984496124027137,2,1,8.0,8
1656-DRSMG,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0,5,3,5,111.15793650793651,0.015686246510398964,8,1,63.0,63
3012-VFFMN,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0,0,7,0,22.707142857142856,0.12991506763124888,1,3,7.0,7
2984-AFWNC,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0,0,3,0,97.71666666666665,0.3254306668939706,5,1,3.0,3
0640-YJTPY,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75,0,5,0,6,20.74652777777778,0.014058577405856799,1,3,3.0,216
8096-LOIST,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0,1,7,1,57.54736842105264,0.05139930492042698,3,1,19.0,19
9764-REAFF,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,0,4,11,4,17.92966101694915,0.017393770383323022,1,2,2.4583333333333335,177
3703-VAVCL,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90.0,190.05,1,0,2,0,95.025,0.47355958958143984,5,3,2.0,2
7107-UBYKY,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0,2,11,2,25.215714285714284,0.02917681717749372,2,3,35.0,35
4881-GQJTW,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,300.4,0,1,2,1,21.457142857142856,0.06524633821569067,1,1,14.0,14
8519-QJGJD,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,1025.95,1,1,2,1,73.28214285714286,0.07344412495734942,3,1,14.0,14
7876-DNYAP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0,5,9,5,20.82536231884058,0.013779185079507723,1,3,2.875,207
